id,name,thumbnail,Vehicle Class,Manufacturer,Available from,Storage Location,Modifications,Title Update,Sell,Release Date,Based on (Real Life Vehicle),In-Game Model Name,Seats / Capacity,Weight (KG),Drivetrain,Gears,Request Delivery,Game Edition/Mode,Top Speed - Real (Broughy),GTA Online Price,Sell Price - Resale,Speed (Stat),Acceleration,Braking,Handling (Traction / Agility),Overall Rating,Vehicle Feature 1,Vehicle Feature 2,Source,Last Updated
528,Riata,https://www.gtabase.com/images/gta-5/vehicles/off-road/main/resized/riata_320x180.jpg,Off-Road,Vapid,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.42 The Doomsday Heist,Can be sold only if purchased (High-End),2017-12-12,Ford Bronco,riata,2,2300,All-Wheel Drive,4,Mechanic,GTA Online,104,380000,228000,72.434425,62.5,10,62.121212,51.763909,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
494,FH-1 Hunter,https://www.gtabase.com/images/gta-5/vehicles/helicopters/main/resized/fh-1-hunter_320x180.jpg,Helicopters,,Warstock Cache & Carry,Hangar (Personal Aircraft),Hangar Aircraft Workshop,1.41 Smuggler's Run,Can be sold only if purchased (High-End),2017-11-21,"Boeing–Sikorsky RAH-66 Comanche, AH-64, RAH-66 Comanche",hunter,2,6000,,,Interaction Menu - Aircraft,GTA Online,141.5,4123000,2473800,76.751122,100,,97.228233,91.326452,Armed Vehicle,Armored Vehicle,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
493,Cyclone,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/cyclone_320x180.jpg,Super,Coil,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.41 Smuggler's Run,Can be sold only if purchased (High-End),2017-11-14,"Koenigsegg Agera, Noble M600, Rimac Concept S",cyclone,2,1800,All-Wheel Drive,1,Mechanic,GTA Online,116.25,1890000,1134000,83.165451,100,40,70,73.291362,Electric Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
490,P-45 Nokota,https://www.gtabase.com/images/gta-5/vehicles/planes/main/resized/p-45-nokota_320x180.jpg,Planes,,Warstock Cache & Carry,Hangar (Personal Aircraft),Hangar Aircraft Workshop,1.41 Smuggler's Run,Can be sold only if purchased (High-End),2017-11-07,"North American P-51 Mustang, Messerschmitt Bf 109, Focke-Wulf Fw 190",nokota,1,3200,Front-Wheel Drive,,Interaction Menu - Aircraft,GTA Online,201,2653350,1592010,99.989799,43.301262,50,2.484647,48.943927,Armed Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
489,Mule (Armored),https://www.gtabase.com/images/gta-5/vehicles/commercial/main/resized/mule-armored_320x180.jpg,Commercial,Maibatsu,Warstock Cache & Carry,Pegasus Vehicle,Cannot be modified,1.21 Heists DLC,Cannot be sold,2015-03-10,"Mitsubishi Fuso FM series, fifth generation Isuzu Elf N-Series",mule3,6,12500,Rear-Wheel Drive,5,Pegasus Concierge,GTA Online,72.75,43225,,53.655136,27.5,54.108315,45.177032,45.110121,Armored Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
483,Seabreeze,https://www.gtabase.com/images/gta-5/vehicles/planes/main/resized/seabreeze_320x180.jpg,Planes,Western Company,Elitás Travel,Hangar (Personal Aircraft),Hangar Aircraft Workshop,1.41 Smuggler's Run,Can be sold only if purchased (High-End),2017-10-31,Seawind 300c,seabreeze,2,3000,Front-Wheel Drive,,Interaction Menu - Aircraft,GTA Online,191.75,1130500,678300,99.989799,100,100,2.994527,75.746082,Armed Vehicle,Float on Water,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
468,Mobile Operations Center (Trailer),https://www.gtabase.com/images/gta-5/vehicles/military/main/resized/mobile-operations-center_320x180.jpg,Military,,Warstock Cache & Carry,Bunker,Bunker Vehicle Workshop,1.40 Gunrunning Pack,Cannot be sold,2017-06-13,F.L.A.G. Mobile Unit,trailerlarge,3,13500,Rear-Wheel Drive,,Interaction Menu - Services,GTA Online,88.5,,,,,,,,Armed Vehicle,Armored Vehicle,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
467,Police Roadcruiser,https://www.gtabase.com/images/gta-5/vehicles/emergency/main/resized/police-roadcruiser_320x180.jpg,Emergency,Albany,Cannot be acquired,Cannot be stored,Cannot be modified,1.01 Game Launch,Cannot be sold,2013-09-17,"Cadillac Seville, Seventh Generation (1982-1987) Lincoln Continental, 1982/1983 Chevrolet Malibu",policeold2,4,1800,Rear-Wheel Drive,5,Cannot be requested,Mission Only,100.5,,,77.799942,50,29.999998,77.272728,58.768167,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
466,Police Rancher,https://www.gtabase.com/images/gta-5/vehicles/emergency/main/resized/police-rancher_320x180.jpg,Emergency,Declasse,Cannot be acquired,Cannot be stored,Cannot be modified,1.01 Game Launch,Cannot be sold,2013-09-17,1973-1991 Chevrolet Suburban,policeold1,4,2400,All-Wheel Drive,5,Cannot be requested,Mission Only,89.5,,,69.751678,45,26.666668,59.090912,50.127315,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
465,Space Docker,https://www.gtabase.com/images/gta-5/vehicles/off-road/main/resized/space-docker_320x180.jpg,Off-Road,BF,Bonus Reward,Pegasus Vehicle,Cannot be modified,1.01 Game Launch,Cannot be sold,2013-09-17,Highly modified Dune Buggy,dune2,2,2000,Rear-Wheel Drive,5,Pegasus Concierge,GTA Online,86.5,,,72.434425,59.999996,21,60.606064,53.510121,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
464,Vigilante,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/vigilante_320x180.jpg,Super,Grotti,Warstock Cache & Carry,Garage (Personal Vehicle),MOC / Avenger,1.41 Smuggler's Run,Can be sold only if purchased (High-End),2017-10-27,Batmobile from the movies Batman & Batman Returns,vigilante,2,7500,Rear-Wheel Drive,6,Mechanic,GTA Online,147,3750000,2250000,72.434425,65,20,63.636364,55.267697,Armed Vehicle,Armored Vehicle,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
463,Rapid GT Classic,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/rapid-gt-classic_320x180.jpg,Sports Classics,Dewbauchee,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.41 Smuggler's Run,Can be sold only if purchased (High-End),2017-09-12,"Jensen Interceptor III, Aston Martin V8 Vantage",rapidgt3,2,1570,Rear-Wheel Drive,5,Mechanic,GTA Online,119.75,885000,531000,80.214424,75,16.666668,78.787872,62.667241,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
462,RM-10 Bombushka,https://www.gtabase.com/images/gta-5/vehicles/planes/main/resized/bombushka_320x180.jpg,Planes,,Warstock Cache & Carry,Hangar (Personal Aircraft),Hangar Aircraft Workshop,1.41 Smuggler's Run,Can be sold only if purchased (High-End),2017-09-19,Antonov An-12,bombushka,6,30100,Rear-Wheel Drive,,Interaction Menu - Aircraft,GTA Online,84.5,5918500,3551100,85.65773,11.000002,27.5,0.0020344,31.039942,Armed Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
461,Mogul,https://www.gtabase.com/images/gta-5/vehicles/planes/main/resized/mogul_320x180.jpg,Planes,Mammoth,Warstock Cache & Carry,Hangar (Personal Aircraft),Hangar Aircraft Workshop,1.41 Smuggler's Run,Can be sold only if purchased (High-End),2017-10-03,Beechcraft Model 18,mogul,3,5000,Rear-Wheel Drive,,Interaction Menu - Aircraft,GTA Online,155.75,3125500,1875300,84.136269,25.237644,30.000002,1.513972,35.221972,Armed Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
460,Pyro,https://www.gtabase.com/images/gta-5/vehicles/planes/main/resized/pyro_320x180.jpg,Planes,Buckingham,Warstock Cache & Carry,Hangar (Personal Aircraft),Hangar Aircraft Workshop,1.41 Smuggler's Run,Can be sold only if purchased (High-End),2017-10-10,De Havilland Vampire,pyro,2,4000,Front-Wheel Drive,,Interaction Menu - Aircraft,GTA Online,222.75,4455500,2673300,99.989799,62.988091,57.5,5.557143,56.508758,Armed Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
459,Howard NX-25,https://www.gtabase.com/images/gta-5/vehicles/planes/main/resized/howard-nx-25_320x180.jpg,Planes,Buckingham,Elitás Travel,Hangar (Personal Aircraft),Hangar Aircraft Workshop,1.41 Smuggler's Run,Can be sold only if purchased (High-End),2017-09-26,Hughes H-1 Racer,howard,1,450,Front-Wheel Drive,,Interaction Menu - Aircraft,GTA Online,203.75,1296750,778050,56.111134,58.094753,75,5.454823,48.665178,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
458,Metro Train,https://www.gtabase.com/images/gta-5/vehicles/service/main/resized/metro-train_320x180.jpg,Service,,Cannot be acquired,Cannot be stored,Cannot be modified,1.01 Game Launch,Cannot be sold,2013-09-17,,metrotrain,,25000,Rear-Wheel Drive,4,Cannot be requested,Uncontrollable,,,,,,,,,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
457,Freight Train,https://www.gtabase.com/images/gta-5/vehicles/service/main/resized/freight-train_320x180.jpg,Service,,Cannot be acquired,Cannot be stored,Cannot be modified,1.01 Game Launch,Cannot be sold,2013-09-17,"Electro Motive Division, GE AC4400CW",tankercar,,25084,Rear-Wheel Drive,4,Cannot be requested,Uncontrollable,,,,,,,,,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
456,Cable Car,https://www.gtabase.com/images/gta-5/vehicles/service/main/resized/cable-car_320x180.jpg,Service,,Cannot be acquired,Cannot be stored,Cannot be modified,1.01 Game Launch,Cannot be sold,2013-09-17,,cablecar,1,,,,Cannot be requested,Uncontrollable,,,,,,,,,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
455,Cargo Plane,https://www.gtabase.com/images/gta-5/vehicles/planes/main/resized/cargo-plane_320x180.jpg,Planes,,Cannot be acquired,Cannot be stored,Cannot be modified,1.01 Game Launch,Cannot be sold,2013-09-17,"Antonov An-124 Ruslan, Boeing B-52 Stratofortress , Antonov An-225 Mriya",cargoplane,2,38000,Rear-Wheel Drive,,Cannot be requested,Mission Only,139.25,,,85.65,57,25,30,49.4125,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
453,Youga Classic,https://www.gtabase.com/images/gta-5/vehicles/vans/main/resized/youga-classic_320x180.jpg,Vans,Bravado,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.36 Bikers,Can be sold only if purchased (High-End),2016-11-22,Ford Ecoline (2nd gen),youga2,4,2500,Rear-Wheel Drive,5,Mechanic,GTA Online,91,195000,117000,64.386162,35,10,54.545456,40.9829045,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
452,Youga,https://www.gtabase.com/images/gta-5/vehicles/vans/main/resized/youga_320x180.jpg,Vans,Bravado,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,Dodge Ram Van (Dodge B-Series),youga,2,2500,Rear-Wheel Drive,5,Mechanic,GTA V Story Mode,96.5,16000,9600,64.386162,35,10,54.545456,40.9829045,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
451,Taco Van,https://www.gtabase.com/images/gta-5/vehicles/vans/main/resized/taco-van_320x180.jpg,Vans,Brute,Cannot be acquired,Cannot be stored,Cannot be modified,1.01 Game Launch,Cannot be sold,2013-09-17,Utilimaster,taco,1,5500,Rear-Wheel Drive,4,Cannot be requested,GTA V Story Mode,71,,,53.655136,27.5,8.333334,46.969696,34.1145415,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
449,Surfer,https://www.gtabase.com/images/gta-5/vehicles/vans/main/resized/surfer_320x180.jpg,Vans,BF,Can be stolen / found,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,Volkswagen Type 2,"surfer, surfer2",2,2500,Rear-Wheel Drive,4,Mechanic,GTA Online,67.25,11000,6600,53.655136,25,10,46.969696,33.906208,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
448,Speedo,https://www.gtabase.com/images/gta-5/vehicles/vans/main/resized/speedo_320x180.jpg,Vans,Vapid,Can be stolen / found,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if stolen,2013-09-17,2003-present Chevrolet Express van,speedo,4,2500,Rear-Wheel Drive,5,Mechanic,GTA V Story Mode,94.75,,,69.751678,45,20,54.545456,47.3242835,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
447,Rumpo Custom,https://www.gtabase.com/images/gta-5/vehicles/vans/main/resized/rumpo-custom_320x180.jpg,Vans,Bravado,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.34 Further Adventures in Finance and Felony,Can be sold only if purchased (High-End),2016-06-07,GMC Vandura,rumpo3,4,2250,All-Wheel Drive,5,Mechanic,GTA Online,98.75,130000,78000,69.751678,45,10,60.606064,46.3394355,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
446,Rumpo,https://www.gtabase.com/images/gta-5/vehicles/vans/main/resized/rumpo_320x180.jpg,Vans,Bravado,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,Ford E-Series,"rumpo, rumpo2",2,2500,Rear-Wheel Drive,5,Mechanic,GTA V Story Mode,99.25,13000,7800,69.751678,42.5,13.333334,59.090912,46.168981,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
445,Pony,https://www.gtabase.com/images/gta-5/vehicles/vans/main/resized/pony_320x180.jpg,Vans,Brute,Cannot be acquired,Cannot be stored,Cannot be modified,1.01 Game Launch,Cannot be sold,2013-09-17,1997-2002 GMC Savana,"pony, pony2",4,2500,Rear-Wheel Drive,5,Cannot be requested,GTA V Story Mode,90.5,,,69.751678,39.999996,20,59.090912,47.2106465,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
444,Paradise,https://www.gtabase.com/images/gta-5/vehicles/vans/main/resized/paradise_320x180.jpg,Off-Road,Bravado,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.06 Beach Bum,Can be sold only if purchased (High-End),2013-11-19,Ford E-Series,paradise,4,2500,Rear-Wheel Drive,5,Mechanic,GTA V Story Mode,99.25,25000,15000,69.751678,42.5,13.333334,59.090912,46.168981,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
443,Minivan Custom,https://www.gtabase.com/images/gta-5/vehicles/vans/main/resized/minivan-custom_320x180.jpg,Vans,Vapid,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.33 Lowriders: Custom Classics,Can be sold only if purchased (High-End),2016-04-12,"Ford Windstar, Dodge Caravan",minivan2,4,2200,All-Wheel Drive,4,Mechanic,GTA Online,95.5,330000,198000,67.068924,37.5,14.999999,58.333332,44.47556375,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
442,Minivan,https://www.gtabase.com/images/gta-5/vehicles/vans/main/resized/minivan_320x180.jpg,Vans,Vapid,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,"Ford Windstar, Dodge Caravan",minivan,4,2000,All-Wheel Drive,4,Mechanic,GTA V Story Mode,94.75,30000,18000,67.068924,37.5,13.333334,57.575756,43.8695035,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
441,Journey,https://www.gtabase.com/images/gta-5/vehicles/vans/main/resized/journey_320x180.jpg,Vans,Zirconium,Warstock Cache & Carry,Pegasus Vehicle,Cannot be modified,1.01 Game Launch,Cannot be sold,2013-09-17,1975 Vogue 26' Villa Grand,journey,6,4000,Front-Wheel Drive,4,Pegasus Concierge,GTA V Story Mode,74.25,15000,,53.655136,32.5,8.333334,42.424244,34.2281785,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
440,Gang Burrito,https://www.gtabase.com/images/gta-5/vehicles/vans/main/resized/gang-burrito_320x180.jpg,Vans,Declasse,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.21 Heists DLC,Can be sold only if purchased (High-End),2015-03-10,GMC Vandura (A-Team),gburrito2,4,2500,Rear-Wheel Drive,5,Mechanic,GTA V Story Mode,105.25,86450,39000,69.751678,39.999996,20,59.090912,47.2106465,Gang Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
439,Camper,https://www.gtabase.com/images/gta-5/vehicles/vans/main/resized/camper_320x180.jpg,Vans,Brute,Cannot be acquired,Cannot be stored,Cannot be modified,1.01 Game Launch,Cannot be sold,2013-09-17,1996-2002 Chevrolet Express,camper,2,4000,Front-Wheel Drive,4,Cannot be requested,GTA V Story Mode,72.75,,,53.655136,29.999998,8.333334,45.454548,34.360754,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
438,Burrito,https://www.gtabase.com/images/gta-5/vehicles/vans/main/resized/burrito-lsdwp_320x180.jpg,Vans,Declasse,Cannot be acquired,Cannot be stored,Cannot be modified,1.01 Game Launch,Cannot be sold,2013-09-17,1996-2002 Chevrolet Express,"burrito, burrito3, burrito4, burrito5",4,2500,Rear-Wheel Drive,5,Cannot be requested,GTA Online,90.75,,,69.751678,39.999996,20,59.090912,47.2106465,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
437,Boxville (Armored),https://www.gtabase.com/images/gta-5/vehicles/vans/main/resized/boxville-armored_320x180.jpg,Vans,Brute,Warstock Cache & Carry,Vehicle Warehouse (Special),Cannot be modified,1.37 Import/Export,Cannot be sold,2016-12-13,Sweet Tooth (Twisted Metal),boxville5,5,7500,Rear-Wheel Drive,5,Interaction Menu - Special Vehicles,GTA Online,87,2926000,,64.386162,79.999992,11.666667,65.909088,55.49047725,Special Vehicle,Armed Vehicle,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
436,Boxville (Post OP),https://www.gtabase.com/images/gta-5/vehicles/vans/main/resized/boxville-heist_320x180.jpg,Vans,Brute,Warstock Cache & Carry,Pegasus Vehicle,Cannot be modified,1.21 Heists DLC,Cannot be sold,2015-03-10,GMC Step Van,boxville4,4,5500,Rear-Wheel Drive,4,Pegasus Concierge,GTA Online,71.25,59850,,53.655136,27.5,8.333334,46.969696,34.1145415,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
435,Bobcat XL,https://www.gtabase.com/images/gta-5/vehicles/vans/main/resized/bobcat-xl_320x180.jpg,Vans,Vapid,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,Fourth generation Chevrolet C/K,bobcatxl,2,2600,Rear-Wheel Drive,5,Mechanic,GTA V Story Mode,95.5,23000,13800,69.751678,45,26.666668,59.090912,50.1273145,Towing Hitch,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
434,Bison,https://www.gtabase.com/images/gta-5/vehicles/vans/main/resized/bison_320x180.jpg,Vans,Bravado,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,Dodge Ram Heavy Duty,"bison, bison2, bison3",6,2100,All-Wheel Drive,5,Mechanic,GTA V Story Mode,98.5,30000,18000,69.751678,50,20,62.121212,50.4682225,Towing Hitch,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
433,Utility Truck (Contender),https://www.gtabase.com/images/gta-5/vehicles/utility/main/resized/utility-truck-contender_320x180.jpg,Utility,Vapid,Cannot be acquired,Cannot be stored,Cannot be modified,1.01 Game Launch,Cannot be sold,2013-09-17,"Ford F-250 - F-450 ""Super Duty""",utillitruck3,2,3500,Rear-Wheel Drive,4,Cannot be requested,GTA V Story Mode,77,,,61.703407,29.999998,8.333334,48.484848,37.13039675,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
432,Utility Truck (Cherry Picker),https://www.gtabase.com/images/gta-5/vehicles/utility/main/resized/utility-truck-cherry-picker_320x180.jpg,Utility,Brute,Cannot be acquired,Cannot be stored,Cannot be modified,1.01 Game Launch,Cannot be sold,2013-09-17,International 4700 Series,utillitruck2,2,7500,Rear-Wheel Drive,4,Cannot be requested,GTA V Story Mode,77,,,61.703407,29.999998,8.333334,48.484848,37.13039675,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
431,Utility Truck,https://www.gtabase.com/images/gta-5/vehicles/utility/main/resized/utility-truck_320x180.jpg,Utility,Brute,Cannot be acquired,Cannot be stored,Cannot be modified,1.01 Game Launch,Cannot be sold,2013-09-17,International 4700 Series,utillitruck,2,6500,Rear-Wheel Drive,4,Cannot be requested,GTA V Story Mode,77,,,61.703407,29.999998,8.333334,48.484848,37.13039675,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
430,Tractor,https://www.gtabase.com/images/gta-5/vehicles/utility/main/resized/tractor_320x180.jpg,Utility,Stanley,Bonus Reward,Pegasus Vehicle,Cannot be modified,1.01 Game Launch,Cannot be sold,2013-09-17,Fordson Model F,tractor,1,2400,Rear-Wheel Drive,3,Pegasus Concierge,GTA V Story Mode,28.5,,,21.462053,19.999998,10,36.363636,21.95642175,Towing Hitch,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
